Input X,Input Y,Rounding mode,Overflow,Underflow,Output Z,Expected Z
10010100111010000011101111011001,1111111110000000000000000000000,0,0,0,11111111110000000000000000000000,11111111110000000000000000000000
1111111110000000000000000000000,10010101000001111101111010011011,11,0,0,11111111110000000000000000000000,11111111110000000000000000000000
11011110111110100110111001000,1111111110000000000000000000000,11,0,0,1111111110000000000000000000000,1111111110000000000000000000000
11000011110101000110011000100,1111111110000000000000000000000,10,0,0,1111111110000000000000000000000,1111111110000000000000000000000
1111111110000000000000000000000,1010000110111110001001111100111,0,1,0,1111111110000000000000000000000,1111111110000000000000000000000
100110100110000011000010100111,11111111110000000000000000000000,100,0,0,11111111110000000000000000000000,11111111110000000000000000000000
11111111110000000000000000000000,11011011111100100101101011101,11,0,0,11111111110000000000000000000000,11111111110000000000000000000000
10011011100010110100110100111010,1111111110000000000000000000000,1,0,0,11111111110000000000000000000000,11111111110000000000000000000000
11111111110000000000000000000000,11010110000000011111100001110101,0,1,0,1111111110000000000000000000000,1111111110000000000000000000000
1011010011100010001010000001011,11111111110000000000000000000000,1,1,0,11111111110000000000000000000000,11111111110000000000000000000000
11111111110000000000000000000000,1101111111111001010000101101010,100,1,0,11111111110000000000000000000000,11111111110000000000000000000000
10010111100100010011010000101,11111111110000000000000000000000,1,0,0,11111111110000000000000000000000,11111111110000000000000000000000
1111111110000000000000000000000,11111100111111010010100010110,10,0,0,1111111110000000000000000000000,1111111110000000000000000000000
1100010010001101101001100110110,1111111110000000000000000000000,100,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11111111110000000000000000000000,1000000111111101110001111011000,0,1,0,11111111110000000000000000000000,11111111110000000000000000000000
11110011010100001000111101111010,11111111110000000000000000000000,100,1,0,1111111110000000000000000000000,1111111110000000000000000000000
1111111110000000000000000000000,1011010111001110111111001000001,0,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11101000110110010011111000001100,11111111110000000000000000000000,11,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11111111110000000000000000000000,10101111001011101011010101000100,10,0,0,1111111110000000000000000000000,1111111110000000000000000000000
1110101010100011000010001001111,1111111110000000000000000000000,0,1,0,1111111110000000000000000000000,1111111110000000000000000000000
1111111110000000000000000000000,1001100010100100110100111010100,11,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11111111110000000000000000000000,10010010111000111011011101000110,11,0,0,1111111110000000000000000000000,1111111110000000000000000000000
10110100000100100100010111010111,1111111110000000000000000000000,10,0,0,11111111110000000000000000000000,11111111110000000000000000000000
11000010001000001110111110001001,1111111110000000000000000000000,1,1,0,11111111110000000000000000000000,11111111110000000000000000000000
1001100001000110010100000111000,11111111110000000000000000000000,1,1,0,11111111110000000000000000000000,11111111110000000000000000000000
1111111110000000000000000000000,101001000100000101101010110001,100,0,0,1111111110000000000000000000000,1111111110000000000000000000000
11111111110000000000000000000000,1111001110101101001100001111111,10,1,0,11111111110000000000000000000000,11111111110000000000000000000000
11111111110000000000000000000000,10010101000111000000011001110010,100,0,0,1111111110000000000000000000000,1111111110000000000000000000000
1111111110000000000000000000000,1001011111001000011010011110111,10,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11111111110000000000000000000000,11011000111011010110011110101,100,0,0,11111111110000000000000000000000,11111111110000000000000000000000
1010101101101101110110000010100,1111111110000000000000000000000,11,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11111111110000000000000000000000,1100000101101011001000110001001,100,1,0,11111111110000000000000000000000,11111111110000000000000000000000
1100100001110010110101010001111,11111111110000000000000000000000,10,1,0,11111111110000000000000000000000,11111111110000000000000000000000
11100001010000110111111100000001,11111111110000000000000000000000,1,1,0,1111111110000000000000000000000,1111111110000000000000000000000
1001110001111110101001110100,1111111110000000000000000000000,1,0,0,1111111110000000000000000000000,1111111110000000000000000000000
110101111111101000001110101,1111111110000000000000000000000,1,0,0,1111111110000000000000000000000,1111111110000000000000000000000
10011001100000100011010110111010,11111111110000000000000000000000,100,0,0,1111111110000000000000000000000,1111111110000000000000000000000
1111111110000000000000000000000,1100110001110010100010111011000,0,1,0,1111111110000000000000000000000,1111111110000000000000000000000
100110101101011010111001110100,1111111110000000000000000000000,11,0,0,1111111110000000000000000000000,1111111110000000000000000000000
1111111110000000000000000000000,1001000111010001110010111100001,11,1,0,1111111110000000000000000000000,1111111110000000000000000000000
11101001100000100111110000101110,11001101001011111111100101101101,1,0,0,1110111001100110110010000001011,1110111001100110110010000001011
10110000110100111100000011101111,10110101100100000111111100001111,100,0,0,100110111011110000101100111111,100110111011110000101100111111
111001100110001000000001100101,11110101010001001011011001110001,100,0,0,11101111011010100101110111111000,11101111011010100101110111111000
1000010101111000011011001000001,11101011110110001110110110101111,0,0,0,11101111000111110111110010000110,11101111000111110111110010000110
11101000110100101101000000101010,10011010101011100000010001010100,100,0,0,1000100000011110100110100001101,1000100000011110100110100001101
10001000010110000001111110110,1100100001101011101110000011101,10,0,0,110101110001011000001010101000,110101110001011000001010101000
11010000010110001010110000000001,11100101101010101111100100010110,10,0,0,1110110100100001011010100001010,1110110100100001011010100001010
11000100111101001000110010011101,11001000010010001000011011010110,10,0,0,1001101101111111000111010101000,1001101101111111000111010101000
10010100011011011100110111101000,1101011101110001000001111001110,0,0,0,11000000101010110110011001101110,11000000101010110110011001101110
1000110001001111111000110001001,101000100100101010010000001101,1,0,0,101111010000000110011010111110,101111010000000110011010111110
10010011000100100110111101000111,11111110101000111010110000001100,11,0,0,1010010001110110011111010001000,1010010001110110011111010001000
1001101011010001101000000011,1010000110001111110000010110110,100,0,0,11011000001110010011100101010,11011000001110010011100101010
10111010011101010001010100011001,11010011101011100101111011101,11,0,0,10010101011010110101000001011100,10010101011010110101000001011100
100110000001101100101100010001,110100000001110101000111010011,10,0,0,11010100011101000000001010110,11010100011101000000001010110
1110010101101101110001111001110,11000111101010010000110010010,10,0,0,1001100001011110001111111111111,1001100001011110001111111111111
10010000100000100000111110110100,11101010011111111011011010101000,100,0,0,111011100000011110101001110001,111011100000011110101001110001
10111001011010110110111111101010,11001100010000110001101110101111,1,0,0,1000110001100110110111110110100,1000110001100110110111110110100
11000111010010110100110011000001,1010111010001111111000011000000,100,0,0,11011111000111101100011111011010,11011111000111101100011111011010
10001101001000011010001111011011,11100101001111101011011100111011,0,0,0,110010111100001101011010011100,110010111100001101011010011100
1001011100101001110100010011100,1111110110110110110111101010,11,0,0,11011111111110100010111011010,11011111111110100010111011010
11010101100101101001110110010000,10001011001010110100000010000101,10,0,0,100001010010011000001001101001,100001010010011000001001101001
1010010010101000110110101011000,1001100100100101001001101100100,10,0,0,1011111011100110100000101010011,1011111011100110100000101010011
1110010010101110011001011001111,10001110111101101100000010111010,1,0,0,11000001110011110110110011010101,11000001110011110110110011010101
1110100001111001000111110001010,100101111111100110110001100000,1,0,0,1011010101110110110011000111110,1011010101110110110011000111110
1011010010010010101000010110001,101100000111001111010111101101,11,0,0,1000110111101101101110100100001,1000110111101101101110100100001
1101001011011000111110101110101,101110100101110010001101000011,1,0,0,1011000100010111001111010010011,1011000100010111001111010010011
1011010011010101000010101110001,1010010000011011001000111111100,1,0,0,1101101000000011011000100111011,1101101000000011011000100111011
10110001111010001100011001100110,11000101101110111101111101100001,11,0,0,111000001010101101010000001010,111000001010101101010000001010
11111100011010101001011101110100,110010101000001001010111110001,1,0,0,11101111100100110010100000001111,11101111100100110010100000001111
1110110101100010001101110010011,100011001110000011101001111001,1,0,0,1011010011111101110100010001011,1011010011111101110100010001011
1101000000011000000010101001,10110111110110011011001000000011,1,0,0,10000101010111000100000000111000,10000101010111000100000000111000
10110101100100001100000111000011,11111011000001000001010101001001,11,0,0,1110001000101010101111111100100,1110001000101010101111111100100
1001110011111111101111111010011,1100111010100010000110101111000,11,0,0,1110110010100001111001100110010,1110110010100001111001100110010
11111011101010010011010101110011,10010100010001000001111000111,11,0,0,11001110101101000111011011111101,11001110101101000111011011111101
1010001111010100110000110110111,1000111110000011000010001111110,1,0,0,1011010001100010010110011111000,1011010001100010010110011111000
111000001000101111001011,11111000100100100101001000010001,1,0,0,10111010000000000101011110110101,10111010000000000101011110110101
101000101101011000010111100,11111111101100000100010010010011,10,0,0,11000101010011111000001110111110,11000101010011111000001110111110
10011000010101000000101111,11100010100001001100101101010111,10,0,0,10100101011010011100000010011111,10100101011010011100000010011111
10001001100011110100111100101010,11001000101010101011001011101100,1,0,0,10010101111110001110101110110,10010101111110001110101110110
110100011001101010110111000110,10111110100111111101101110111001,10,0,0,10110011100100000000101111101100,10110011100100000000101111101100
110010101101010100001101000000,110101010000001011010101010100,100,0,0,101000100010000111001011010100,101000100010000111001011010100
11011101110001001111011100010011,10011110111010010010000000111,11,0,0,10110010001010100010010100000011,10110010001010100010010100000011
10000110111100111011101110110001,100111001010000010100011101101,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11111001110111001110011001110,11111011001010100001000111010,0,0,1,0,0
11001110000011101011110111111011,1100010011111100000000010010100,100,0,0,11110001000011011010000011010010,11110001000011011010000011010010
1001100111110111110101110000111,110011010101101001100100000011,100,0,0,1000000110100110010110101110110,1000000110100110010110101110110
11001111010100010001010000111101,1000000011010100010100111111111,10,0,0,11010000001111110011111011001101,11010000001111110011111011001101
1101010100111100111001010110010,100110000010010010101011010010,10,0,0,1010001001010011100101111000100,1010001001010011100101111000100
11110101101110101110001111111011,110001110001011011110110111110,1,0,0,11101000000100000101101111110101,11101000000100000101101111110101
1010000100100011010001110100001,10001001000100001111111010010111,10,0,0,10011010001001001111100111000010,10011010001001001111100111000010
10010001011001001000001011001111,10011101100101001000110010010111,11,0,1,0,0
10011000101100001010100000001110,101010010111100111101011110011,1,0,0,10000011100110011000011010010011,10000011100110011000011010010011
101000011010101110000101001111,110111000010100011011110110110,100,0,0,11111111111011010000100100100,11111111111011010000100100100
1011110010110101011001011111,11110111010000001011010011001000,10,0,0,11000011100110010001000001011111,11000011100110010001000001011111
11101101000110000100110000100111,1001000111111000111101111111111,1,0,0,11110110100101100011010010111010,11110110100101100011010010111010
10010010000001101101100111110110,11110100011000001100010010010110,11,0,0,1000110111011001100110010001011,1000110111011001100110010001011
11110110101101011010010000111111,10110011011100100101101100110000,0,0,0,1101010101010111111010111110111,1101010101010111111010111110111
11010101100000001110010110010010,11101101101110000111100100111,1,0,0,10110011101110000101011101111000,10110011101110000101011101111000
11001110100011001111001101,11010000010001011000110111111001,1,0,0,10010100000011111011000100100000,10010100000011111011000100100000
10111111011010111100101100011101,10110010100000100001100011110101,1,0,0,110010011011111010100001000010,110010011011111010100001000010
11100111000111111000100010101001,100111101111111101110111000100,10,0,0,11001111011011110010001001010011,11001111011011110010001001010011
10000111011111010100011100001110,111000110101011100101011110111,10,0,0,10000000110100111000010011101110,10000000110100111000010011101110
10000101010001010000001110011111,1100100001101101111010111011101,11,0,0,10101010000011001100110111001001,10101010000011001100110111001001
11101110110011101111110101110010,1011111001000011110000111110111,10,1,0,11111111100000000000000000000000,11111111100000000000000000000000
11111000010000001101100001110010,11100010001111010110111111010001,10,1,0,1111111100000000000000000000000,1111111100000000000000000000000
1100111011100000111101100101001,10100011100110001100100010101111,10,0,0,11001011100011111000010110100101,11001011100011111000010110100101
111110110100011110101110111,100111101100101100001011001000,100,0,1,0,0
10101111100010111011101000001000,1101110101101010010110101000010,100,0,0,11011110110001011100011001110111,11011110110001011100011001110111
1100101000101101011001010100011,1010001111000010100100101111010,10,0,0,1110111100001001001111001000010,1110111100001001001111001000010
100110101000000110101000011110,1011011101001100010100101101011,11,0,0,1000010110100000011110110000111,1000010110100000011110110000111
