Input X,Input Y,Rounding mode,Overflow,Underflow,Output Z,Expected Z
10001010011111001010011010011011,10000011110011100000110000010101,100,0,1,0,0
10111011000110000110010000000100,10000100011101101101100010101101,1,0,1,0,0
10011000010010000110111100110110,11100110000000001101101100101,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100001000010011000001010100,101111111010101001111110100000,100,0,1,0,0
1001001011010010100111010010,10100111001011010001111000110111,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010000100001011110001001001101,10011000000001010000001111010,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
110100011001111001101110000100,10000110011011101100010001100100,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
111111100101000110110101000,110110010011010001100110101000,1,0,1,0,0
10000100000011000100101000101101,111000101101111011010001011101,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10110110001011001111111011010100,10000010101101111110010000111000,11,0,1,0,0
1000010001010110000000010010,11111101100111001111100100100,0,0,1,0,0
111011000000010100101111011101,1001100100001110001011100,100,0,1,0,0
1110000011100110110100011100,11110101110100100000010010110,1,0,1,0,0
10000001001010010110111101101011,10110001110100100100111111110010,0,0,1,0,0
10100011100001000000110010001000,1110101100010100001001110111,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100111000010010000110011110100,10001101111100101011100101001011,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010111100010000010110010010011,10001001001101001010001011110000,1,0,1,0,0
101101010001001100000011101111,101100100110001111000001011,100,0,1,0,0
10100101101000100110101110001010,1011110110111000001011111010,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1000100000110100111100100101,100011111011001010000001110001,100,0,1,0,0
10000011100011110110001000110101,10001001001000101011000100011010,10,0,1,0,0
10000010010011010011010001000000,1100101000001000111010010111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10011001111100000010011100100100,10000100010001001111111110010100,0,0,1,0,0
10001011101000101110001000111110,10110011001100010100000010111011,10,0,1,0,0
10001000000000001001010001000011,10110101101101101000010111110110,1,0,1,0,0
10010011000101011101000110101011,10001010010011010110011101111000,100,0,1,0,0
10010101101010001110111000011001,100001111010111111010111111100,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000101100100100111001101101000,100001100010111111111010011100,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101011110001111111111101110011,1010001110011000101011011110,1,0,1,0,0
10000011100011111111000001100101,10110100100001111001110100111101,11,0,1,0,0
10010010110001010011100010001111,10001110111000100010110101001011,1,0,1,0,0
10000100010111011110010101101000,10101101000010010011101010011111,11,0,1,0,0
11001111011111010010011100101,10010000000110100110001100000110,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000100001001111100010011011,110111000110001010100010011,1,0,1,0,0
1111101011101111100110001010,10000001000101011111101110010100,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100111101101000001101111100010,111101110001101111000101100,100,0,1,0,0
1010101001100100100100010111,1110010011000111100011000100,10,0,1,0,0
11110110110001111110001110111,10011010010011100111100110010001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100000101100111101001101111110,110000000101111011101100101,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11111010100010001010110010,111000010110010111000011010000,11,0,1,0,0
10100100000011000000011100101101,10011011011110110111100101110111,11,0,1,0,0
10001001101110011110010010111111,10010100101100100101010101010111,1,0,1,0,0
10100011000101100100100000101110,10000011010101111011101110111011,100,0,1,0,0
11010001111100100101110011,10101110011101101010001110001110,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11111101000001001100101111001,10011101010010001000001100000101,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101111101011101110110100110110,1111010000000100010010110101,10,0,1,0,0
10001111011100000100010111000100,10101110000100110011010010110,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11111010100011111110100101011,10010011100000101111111100100,0,0,1,0,0
10011010000110101110011100001001,10000111000011110010111001011111,1,0,1,0,0
10000011111101010101110011011001,10100000001110010110011111001111,10,0,1,0,0
10100011010001010011110011001001,1111110110101111110010111011,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001100111111011010111111110101,10001111111101010110011010010000,11,0,1,0,0
10001101001111000001110100110110,11100110010100000111010110100,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001100100100101001110010101101,1111111010011001100111011111,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000110110101011111111111101111,10010101011001010111111111011011,11,0,1,0,0
10001001000111100100000110010101,100000000000100100100001000110,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010001100100110010101110110,1001000110110010110010111000,1,0,1,0,0
10000111010100110011101111010000,1001100011100011110010010001,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
110001010011100100001001010110,100110100001110010011110010,100,0,1,0,0
10101001100110101111010010100010,10000111001101111011001001100000,100,0,1,0,0
10011100111110101101101100101101,10010100110110110011100101101011,100,0,1,0,0
10001100110111111111000010001100,100011000100110000111011010110,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100100011110001011001110001001,10100011001010111000110011110,10,0,1,0,0
1000000011011111001010100000,10100100010101110100111001001010,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101100100011101001100101000010,1101011010100110100100100,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100111011111001000100000100100,10010011111100110100111110100110,100,0,1,0,0
10100011010100000010100001001,10101011000000100101110111100110,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11101100010111100011100001111,10011010111000100011000100010110,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000000101110011010100100100011,10010111011000001110011011111011,10,0,1,0,0
10000010110011000001000111010,10010111110100011111100100110000,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10111000001001110011011101011,10000011001001011000000000101000,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10110111000100000010101110110,1111000101010001000011001010,0,0,1,0,0
11010000111101101001101010101,10011110011111001101111110110101,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10111101011100010110110010000010,10000000000100010100010011101000,1,0,1,0,0
10001101010110111000100000101000,101101011001000101110010000000,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010100011011111011100011001,10000010001111100101111100110110,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11101001000011011101110000111,10100001110110000010110110011,100,0,1,0,0
11111101001110101111101011001,10011010110001101010111011101001,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1110101101101110100001110000,10010010011000101000101101010000,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101110101011000110011111,10001000101101000101100000001000,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11110110001100010010110010101,10001100011110101110100010100111,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1101111101001000010111011100,10010001010111001010011001110010,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101110010000111101100111,100010111111010001001010011011,1,0,1,0,0
10110100001011111110111101010010,1010111001110111111000001010,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010101110110010001110101000110,10000100010010110100010000101011,1,0,1,0,0
10010010100100111110010101001110,11101010101000011100111011000,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001010101001111100101111010010,10010111001011001100110010110000,100,0,1,0,0
10001011110101001000101011110011,10000001001111101110111111011000,100,0,1,0,0
10100000101010100001000001010011,1110100011100011110101100001,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
110000110101011101000010000,10001110010111100010001111011111,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001110111011100001110111011100,1010111000011100000100011000,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001010111001011010010011000011,111000001100000000010110110,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11000111000001100010001010101,11010100011111001001111100,1,0,1,0,0
10001101010000100100010010010101,1101000101011111001010111011,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001111011111110010110010010100,10101101001100000011010010110,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100000011011110111110011100101,11000110010110110100001101110,0,0,1,0,0
10100011011011111001110001000110,10011001111111111010011101001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001001111110000011011110010011,1100001000110011011001101000,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000001100101100000011110101100,110100100010111000010111000111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100011111011011111100110110000,10100010010011111010111111000,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100110011100110001011000101000,10010101110111111111010001101110,1,0,1,0,0
111010111110010000110011000,100001111010000111111010111101,100,0,1,0,0
10001110010110011011111100111100,10010010000010111100010110001111,10,0,1,0,0
10001100110000110111100011000,101001010011001011101100010,1,0,1,0,0
10100001000101000000001010001101,11100001110010101000000101100,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000101100101000001001101000000,100000111111010001000100110101,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11010100011110011101101111111,10011110110011001010010000010011,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10110001111111101011110011001111,10000101111110100000001111101110,0,0,1,0,0
1100010010000001110101100011,10100011111111111001111111110001,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100100100110110010001010110001,11000110110111111101011101001,100,0,1,0,0
11100111101100001011010111101,10011000010000011011001110101001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10111110011000100101100100011,10000110110000101111111101001010,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010101100000101110111010101110,10010000010100010011101001110000,100,0,1,0,0
1100001111010000101101010,111011000001110101111111111011,10,0,1,0,0
11000101100011110110010100100,100101010001101010000110101111,11,0,1,0,0
10000010000100000011000001010101,111010001111110110111111100011,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10011100010001000100001100000110,10010000000110110000010010101001,10,0,1,0,0
100110010111010001100000001,100001011001110000111101001110,10,0,1,0,0
11011000110110000001010110001,10010101000001111000000101010100,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101111011101110000111110110010,110111011010110000011010110,100,0,1,0,0
100110010110111101111,10010110011100101101001100011,1,0,1,0,0
10001111110001100010000111001111,10101001010110111010001001001001,10,0,1,0,0
10001000111101110101001100001010,10100111100000110111001010000101,11,0,1,0,0
10010100011111000111010010110100,1000111001010100010000101111,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000001001110001001011000111010,10100000010110111000001001000010,1,0,1,0,0
11001000011000010000110111100,1010001110011010101010101010,0,0,1,0,0
10001010111110001101000001111000,10001000100110000111110011011000,1,0,1,0,0
101110110010100111000100010,110010000110010011111011011100,0,0,1,0,0
1110101000111010011101010011,10100000111111000110001100110010,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100110001111111010111110100,101001100011100100110110010,1,0,1,0,0
11111100000100111000110011001,10001110001010011100110000101101,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010110001101010100001100110111,10000010011110001010011110000011,10,0,1,0,0
10011110000110011110111001011000,1110001011001001111110110,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101100010101000011011000110000,10001001000101010111010100110000,0,0,1,0,0
1010101111100101001011010110,1000101001110100011101111101,11,0,1,0,0
10101001011100001110000100001,10001011110011011001101101001111,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101011110000100100010110011001,1110111011110010000010001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100000010011111111011111111111,11110000001110111000100010111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100101011001110101000111110011,11001010100100010000111101000,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1000010111011001100111011010,11001011101110001000010111111,1,0,1,0,0
10010110100001010100001110111111,10100001100000111001000110101011,11,0,1,0,0
1101001011000001001011001011,10001011111100111001010011110001,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001101001000111000001110,111100100011100111110101111000,0,0,1,0,0
10010111111001111100100101011011,10101000101001001010100011111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10111110001101100100001100001,10010100101000110111111111111001,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101000000111101110101000001101,10010000101101100110101111011000,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11100100000000101000101010,10100101001100010011010101111110,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000000000011011111100011011000,10001010000000011100101111011011,100,0,1,0,0
10101000011101100101010001001000,10000110111011000011111110111,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1111000010110110011000000101,10100001111001010010010011001110,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1111000011110000100110111010,10000101110000001011001001001101,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10100110110011111000010000100,101100101100011110100111101,1,0,1,0,0
10001111110001001011011000100101,10110011110110001000010011,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10010100100000100111011000101001,10100011011000001011101010001110,10,0,1,0,0
10011101100000101101111000001000,1001010010101101110010000010,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101110001101000001110110100110,11010101001101110110100111,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101000011011011111111001010010,1101101000000101101010111011,100,0,1,0,0
10011111001100111001011010001111,10011000101101100111100011010111,0,0,1,0,0
101001110010010101011000101010,10100010010100110100011101001,1,0,1,0,0
10110000001100101000011011111010,1101011100010011010000000111,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101110111000110001111100010000,10000110001000000010101000001001,0,0,1,0,0
10010001001101010000010001101111,100101010110101110000101010110,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1100010011101001101101111010,10011100000101100100101000011001,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
111010100000101111110010110111,10000011011010110011001100000011,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000011011100100011001101111001,10001111010101010001001101101010,1,0,1,0,0
1000100101010010101100011111,10011110100111000001001110111001,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11001010100110100111100110000,100000011101010010001010100110,100,0,1,0,0
10011001011000001001111101001110,10000100001101000100011110110011,1,0,1,0,0
10000111001101011010110111110100,10000010001010111110100001001000,0,0,1,0,0
10001001001000100001001100110,101011011101110010100011101111,0,0,1,0,0
10101101100101100010001010010000,1110110110010101100010000111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101001010101110001001101000001,10011100000101000110001000100,1,0,1,0,0
10001110111100001101011100000000,10101110000000001001011110100,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1010110001011101001010100010,10011011001101101110001101001,1,0,1,0,0
10000001100011110100100011100011,10010011000001011001110110110000,10,0,1,0,0
10000101100011100111111110111000,10110011111111000000000000001111,1,0,1,0,0
101011111001100110000010000,10000101010110001000011111010001,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000010000100010110110011111101,110100100010001011010011110010,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000110000111010101000110110101,10001000100100011001100011010100,100,0,1,0,0
100010011011010111000001000010,1100101110111000010101111011,1,0,1,0,0
10001001100011001001010001011,11111011011001110011000111011,11,0,1,0,0
10000011111011010001001110111111,10100100100011110110110111000010,0,0,1,0,0
1100110000100011100100000001,10100000011110101000010111010010,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1101001111111001101011011101,10110001101001011100011101010,1,0,1,0,0
10011111100110010101000110011000,10011010111010010101110001011111,1,0,1,0,0
10000100010010010101010110111111,10010101000010111011001010000,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000110001010100011000000001,10000100010001100011011000111110,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001010110101011100111100100011,10110110001111010110100110101,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101011011100011000010001000001,100010000010000110001000111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11010100101101110100010010100,10010011100011100101110011101010,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000000111010010001110001100011,10100001111001010111000011100,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11100110100010011011010001011,10001100000100110111011001110110,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10110101111011001110111111000111,11100111100100000100010,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11101010010010100100001,111110101100011010001100110101,11,0,1,0,0
10000110110001010110001110100,10010000011001110010110001101010,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001010010010011101100101101,110011100110011111110101,100,0,1,0,0
10010010100011000110110100010111,100001000101011000001000011100,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101111111110011110101101010010,101000100100000100100010011,0,0,1,0,0
101010110000000101110000110101,10000001010000111111010011110000,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10011001110001100111001100110000,10000111111011011101000001010011,10,0,1,0,0
10001010111110001110100011100001,101101101110000111011110111101,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1000110011100110000100000,10110011110100000111110101000001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1111001110001110001000001100,10101000001000000100110110000111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11101101101111101011011110000,10000011110000100111111101010010,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1111000100110111100110101110,10010011110011110111101111100,0,0,1,0,0
10010010111001011111101011011010,101000100110001100011100001100,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10101011111001111110001000010001,10001010011001001001001010010011,11,0,1,0,0
11000111001111011101111111100,10010111101100110111100110001001,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001010011100111001101101110010,10000010010111110111001000011100,10,0,1,0,0
10001011011100110000100011000011,10100110001110110100000100001100,10,0,1,0,0
1000000111110011101110111,10110111011001001100110110011000,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
100001110110011100100010100001,10001110000000101011111011010,10,0,1,0,0
10100010111101011011001011000000,10010011000101000010101111010,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
110010110011101110100101110111,1001011011001010000110110001,1,0,1,0,0
10010010001010011011001110100001,10010100000011110111000001100111,100,0,1,0,0
10000010011111101100111101100101,101010100101101000001100100,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10111110010000001010100010,110010110001101101110000110011,1,0,1,0,0
10010101111100111101011100001101,1110001101110011100101000,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000001000000001100011001101100,10110100110101111010001001100010,0,0,1,0,0
10000101100001100101110000111000,10100110111011001010001101011000,0,0,1,0,0
1011100001101011110010111000,10100011111011111111001100001100,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10011110110100110111110100010001,10010110010110111011001000010111,10,0,1,0,0
10101010000110010101111110000001,10001111000010100100111001101011,10,0,1,0,0
10000111011101001110001000101100,10001100000100110101001010,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000001001011101111101000001101,10110011100100000001001000010100,1,0,1,0,0
10110010011010111111001010100000,1000101010100101111111111100,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
101101010100100110110100111010,10001000110100101010011000,0,0,1,0,0
10000000011001010110100101001101,10101110110100010000101000100101,100,0,1,0,0
10011011111011111011000011001000,1010011000011000101111110,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10011110111010100100000110001110,101110100001000111010001100,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000000110000101110000010100010,1101111100011000000101111,10,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001001100001100001111111001,10011000000011111000111010110000,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10110011011011110100001101011110,10000010101111111011101100100110,10,0,1,0,0
10001100001010000010011111001010,10100001011000000110001001101,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11010100001110100100001100101,10010110001100111110110011001,1,0,1,0,0
10001000111111010101101000111100,10000110001110010110000011001100,100,0,1,0,0
10100101111100101011100000011000,11001010100010000100000000111,1,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000000100111110000101111000010,101010111100111110011000101001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000110111111101011000101101001,10011110000000110001010100010111,10,0,1,0,0
10001101101111000101101111101100,10100001011000001010000110100001,100,0,1,0,0
10110000110111000101111001111000,10000100111110111110011101001001,100,0,1,0,0
10110110000110001010100001011100,10001000110101000010100111111011,1,0,1,0,0
10000111110101001100100111101111,110110110001001000000000001000,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10001110010011110111111101100011,10000110010100111110100101011111,100,0,1,0,0
10001111011111111110000011111100,10111110100110000111000011001,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000010001110101001111111001100,10111101010001111011001001100001,1,0,1,0,0
10110101001100101110111111100111,1101010111101001111100111,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
10000110110101110110100011011001,10010101101010011100111001000111,0,0,1,0,0
1101001011100001010001000011,10001001011010101110011001001111,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
11100110100010100001111111010,10001100011101101110100100111101,0,0,1,10000000000000000000000000000000,10000000000000000000000000000000
1001010111001111111101111000,101101010111001010110110001011,1,0,1,0,0
100001101100000100100000001110,1011001010010100110100110000,11,0,1,0,0
1000000100000110101100100100,11010000111111110101000110011,0,0,1,0,0
101101100010100101010010110001,1011001001101101110101010100,1,0,1,0,0
10001000010111110111001110101001,10110101101011000011100110001010,11,0,1,0,0
1001010000111011111110110011,101111110001100000011111111001,100,0,1,0,0
10011111101001111001010001111110,1111011101111111001111011101,100,0,1,10000000000000000000000000000000,10000000000000000000000000000000
110100010010101111000001001,10101110111011010001110011110100,11,0,1,10000000000000000000000000000000,10000000000000000000000000000000
